,job-name,schedule,employment,education,experience,location,salary_max,salary_min
1,учитель музыки,Полный рабочий день,Полная занятость,Высшее,3,г Санкт-Петербург,40000,30000
2,Главный эксперт технической поддержки,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,0,0
0,Педагог дополнительного образования детей и взрослых,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Краснодарский край,16500,16242
1,Слесарь-сборщик радиоэлектронной аппаратуры и приборов,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Нижегородская область,0,50000
2,Бухгалтер,Полный рабочий день,Полная занятость,Среднее,1,Башкортостан республика,30000,30000
0,дорожный рабочий бригадир,Полный рабочий день,Полная занятость,Не указано,0,Самарская область,30000,19500
1,Музыкальный руководитель,Полный рабочий день,Полная занятость,Высшее,0,Ставропольский край,16242,16242
2,Учитель русского языка и литературы,Полный рабочий день,Полная занятость,Высшее,0,Тюменская область,45000,30000
0,тьютор,Полный рабочий день,Полная занятость,Высшее,1,Нижегородская область,26000,25000
1,подсобный рабочий по благоустройству автодорог,Полный рабочий день,Полная занятость,Не указано,0,Самарская область,25000,18830
2,дворник,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,17000,16242
0,Пеший курьер,Неполный рабочий день,Частичная занятость,Не указано,0,г Москва,107000,107000
1,Мастер по ремонту мелкой бытовой техники,Полный рабочий день,Полная занятость,Не указано,1,Рязанская область,70000,35000
2,Специалист по подбору персонала,Полный рабочий день,Полная занятость,Не указано,1,Московская область,55000,55000
0,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
1,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
2,главный специалист отдела прогнозирования и закупок,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Архангельская область,0,27000
0,дорожный рабочий бригадир,Полный рабочий день,Полная занятость,Не указано,0,Самарская область,30000,19500
1,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
2,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
0,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
1,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
2,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
0,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
1,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
2,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
0,Водитель-экспедитор,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,70000,70000
1,аппаратчик пастеризации,Сменный график,Полная занятость,Не указано,1,Марий Эл республика,0,40000
2,уборщик служебных помещений,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,20000,16242
0,Старший финансист,Полный рабочий день,Полная занятость,Высшее,3,Нижегородская область,53000,53000
1,Обмотчик элементов электрических машин,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Кировская область,60000,35000
2,Электромонтер по ремонту и  обслуживанию электрооборудования,Сменный график,Полная занятость,Среднее профессиональное,0,Нижегородская область,0,35400
0,Подсобный рабочий,Полный рабочий день,Полная занятость,Не указано,0,Коми республика,0,27000
1,Электромеханик (включая старшего),Сменный график,Полная занятость,Среднее профессиональное,2,Калужская область,0,35000
2,оператор связи Карабаш 456143,Полный рабочий день,Полная занятость,Не указано,0,Челябинская область,0,25000
0,Буфетчик,Гибкий график,Полная занятость,Среднее,1,Нижегородская область,0,20442
1,Медицинский статистик,Сменный график,Полная занятость,Среднее профессиональное,0,Нижегородская область,30000,30000
2,Начальник отделения почтовой связи,Полный рабочий день,Полная занятость,Среднее,0,Тамбовская область,0,22600
0,Тракторист К-702,Сменный график,Полная занятость,Не указано,0,Самарская область,35000,24610
1,Начальник отделения почтовой связи,Неполный рабочий день,Полная занятость,Среднее,0,Тамбовская область,0,8695
2,начальник отделения 392560 ОПС Александровка,Неполный рабочий день,Частичная занятость,Среднее профессиональное,0,Тамбовская область,0,8695
0,Начальник отделения 393502 ОПС Чакино,Неполный рабочий день,Частичная занятость,Среднее профессиональное,0,Тамбовская область,0,8845
1,Кладовщик,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Тамбовская область,0,17730
2,Начальник отделения 393141 ОПС Оржевка,Неполный рабочий день,Частичная занятость,Среднее профессиональное,0,Тамбовская область,0,8695
0,Начальник отделения почтовой связи,Неполный рабочий день,Полная занятость,Среднее профессиональное,0,Тамбовская область,21200,17690
1,Начальник отделения почтовой связи,Неполный рабочий день,Полная занятость,Среднее,0,Тамбовская область,0,8695
2,Начальник отделения почтовой связи,Неполный рабочий день,Полная занятость,Среднее,0,Тамбовская область,0,8695
0,Начальник отдела (специализированного в прочих отраслях),Полный рабочий день,Полная занятость,Высшее,3,Ставропольский край,0,16242
1,уборщик служебных помещений,Полный рабочий день,Полная занятость,Не указано,0,Челябинская область,0,18679
2,Специалист по кадрам,Полный рабочий день,Полная занятость,Высшее,1,Свердловская область,50000,50000
0,инженер по комплектации оборудования 2 разряда (Постановление 398),Полный рабочий день,Полная занятость,Высшее,0,Крым республика,37750,23851
1,Лаборант,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Калужская область,40000,30000
2,Преподаватель,Полный рабочий день,Полная занятость,Высшее,0,Челябинская область,0,25000
0,Старший вожатый,Неполный рабочий день,Частичная занятость,Среднее,0,Ростовская область,20036,16242
1,штукатур - маляр,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Ямало-Ненецкий автономный округ,200000,150000
2,Бухгалтер 1 категории,Полный рабочий день,Полная занятость,Не указано,0,Ростовская область,22167,17866
0,Мастер производственного обучения транспортных средств,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Челябинская область,52000,33000
1,Электромонтер по ремонту и обслуживанию электрооборудования,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Ханты-Мансийский Автономный округ - Югра автономный округ,110000,90000
2,Медицинская сестра,Гибкий график,Временная,Среднее профессиональное,0,Владимирская область,0,27000
0,Водитель погрузчика,Вахтовый метод,Полная занятость,Не указано,1,Курганская область,110000,100000
1,Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования,Полный рабочий день,Полная занятость,Среднее профессиональное,2,Свердловская область,0,32000
2,Инженер-строитель,Полный рабочий день,Полная занятость,Высшее,0,Свердловская область,0,50000
0,Инженер по охране труда и безопасности движения,Полный рабочий день,Полная занятость,Высшее,0,Владимирская область,30000,22000
1,плотник,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Курганская область,95000,85000
2,штукатур - маляр,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Ханты-Мансийский Автономный округ - Югра автономный округ,200000,150000
0,Электрогазосварщик,Вахтовый метод,Полная занятость,Не указано,1,Ямало-Ненецкий автономный округ,172500,150000
1,Электрик,Полный рабочий день,Полная занятость,Не указано,3,г Москва,45000,45000
2,Водитель автобуса,Сменный график,Полная занятость,Среднее,0,Владимирская область,60000,50000
0,Кадастровый инженер,Полный рабочий день,Полная занятость,Высшее,3,Московская область,100000,85000
1,"Водитель грузового автомобиля (категории С,Е)",Вахтовый метод,Полная занятость,Среднее,1,Ханты-Мансийский Автономный округ - Югра автономный округ,148000,120000
2,кассир билетный,Гибкий график,Временная,Среднее,0,Владимирская область,30000,25000
0,штукатур - маляр,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Красноярский край,200000,150000
1,штукатур - маляр,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Татарстан республика,200000,150000
2,штукатур - маляр,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Курганская область,200000,150000
0,Водитель автомобиля (категории СЕ),Вахтовый метод,Полная занятость,Не указано,0,Кемеровская область - Кузбасс область,148000,120000
1,Водитель автомобиля (категории СЕ),Вахтовый метод,Полная занятость,Не указано,0,Башкортостан республика,148000,120000
2,Водитель погрузчика,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Красноярский край,115000,100000
0,Уборщик служебных помещений,Полный рабочий день,Полная занятость,Не указано,0,г Москва,0,50000
1,Аппаратчик химводоочистки,Сменный график,Полная занятость,Среднее профессиональное,1,Ставропольский край,25000,17000
2,Главный бухгалтер (Спас-Деменск),Полный рабочий день,Полная занятость,Высшее,5,Калужская область,35000,17517
0,"Водитель грузового автомобиля (категории В,С)",Вахтовый метод,Полная занятость,Не указано,1,Башкортостан республика,120000,110000
1,Фармацевт,Гибкий график,Полная занятость,Среднее профессиональное,0,Воронежская область,25000,25000
2,Рабочий на производство,Сменный график,Полная занятость,Не указано,0,Свердловская область,0,40000
0,Рабочий по обслуживанию зданий,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,16242,16242
1,Разнорабочий,Вахтовый метод,Полная занятость,Среднее профессиональное,1,Ямало-Ненецкий автономный округ,70000,67000
2,Инженер-конструктор (колесно-гусеничные машины),Полный рабочий день,Полная занятость,Не указано,0,Московская область,120000,50000
0,Машинист автокрана,Вахтовый метод,Полная занятость,Не указано,1,Ханты-Мансийский Автономный округ - Югра автономный округ,148000,120000
1,Уборщик служебных помещений,Сменный график,Полная занятость,Не указано,0,Ивановская область,0,16242
2,юрисконсульт,Неполный рабочий день,Частичная занятость,Не указано,0,Татарстан республика,0,4060
0,оператор связи ОПС Сим 456020 (Усть Катав),Полный рабочий день,Временная,Не указано,0,Челябинская область,0,25000
1,младший инспектор отдела охраны,Сменный график,Полная занятость,Среднее,0,Белгородская область,0,33000
2,инструктор кинолог кинологической группы отдела охраны,Сменный график,Полная занятость,Среднее,0,Белгородская область,0,33000
0,Полицейский,Сменный график,Полная занятость,Среднее,0,г Москва,80000,55000
1,Ведущий инженер-конструктор по разработке стендового оборудования,Полный рабочий день,Полная занятость,Не указано,0,Московская область,0,100000
2,слесарь-сантехник,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,0,0
0,Инженер-электроник (1-3 категория),Полный рабочий день,Полная занятость,Высшее,0,Московская область,100000,60000
1,Инженер-конструктор по прочности,Полный рабочий день,Полная занятость,Высшее,0,Московская область,0,100000
2,Кредитный специалист,Сменный график,Полная занятость,Среднее профессиональное,0,Башкортостан республика,0,30000
0,Продавец-кассир,Сменный график,Полная занятость,Не указано,0,Нижегородская область,0,35000
1,заместитель директора,Полный рабочий день,Полная занятость,Высшее,2,Краснодарский край,30000,25000
2,техник-технолог (слесарь-сантехник),Полный рабочий день,Полная занятость,Не указано,1,Башкортостан республика,0,30000
0,Продавец-консультант,Сменный график,Полная занятость,Не указано,0,Владимирская область,0,35000
1,Управляющий/ая магазином,Полный рабочий день,Полная занятость,Не указано,1,Нижегородская область,0,40000
2,Управляющий/ая магазином,Полный рабочий день,Полная занятость,Не указано,1,Нижегородская область,0,35000
0,Ведущий инженер-конструктор (колесно-гусеничные машины),Полный рабочий день,Полная занятость,Не указано,0,Московская область,0,120000
1,Специалист по закупкам,Полный рабочий день,Полная занятость,Не указано,0,Костромская область,0,22000
2,Акушерка,Полный рабочий день,Полная занятость,Не указано,0,Кабардино-Балкарская республика,0,0
0,Сотрудник службы внутреннего контроля / Охранник,Сменный график,Полная занятость,Не указано,0,г Москва,47000,40000
1,Врач-статистик,Полный рабочий день,Полная занятость,Не указано,1,г Санкт-Петербург,60000,60000
2,Врач-терапевт (участковый),Полный рабочий день,Полная занятость,Высшее,1,Новгородская область,70000,70000
0,Инженер по защите информации,Полный рабочий день,Полная занятость,Высшее,5,г Санкт-Петербург,26000,26000
1,Врач-педиатр участковый,Полный рабочий день,Полная занятость,Высшее,0,Кабардино-Балкарская республика,0,23000
2,Велокурьер,Неполный рабочий день,Частичная занятость,Не указано,0,Московская область,142000,142000
0,кассир,Полный рабочий день,Полная занятость,Не указано,0,Краснодарский край,0,23000
1,Кладовщик,Сменный график,Полная занятость,Не указано,0,г Москва,36400,36400
2,Токарь (токарь-универсал),Полный рабочий день,Полная занятость,Не указано,0,Самарская область,45000,35000
0,Кладовщик,Сменный график,Полная занятость,Не указано,0,г Москва,36400,36400
1,Сервисный инженер,Сменный график,Полная занятость,Не указано,1,г Москва,73000,73000
2,сторож,Полный рабочий день,Полная занятость,Не указано,0,Чеченская республика,0,0
0,Агрохимик,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Карачаево-Черкесская республика,16242,16242
1,Ведущий агрохимик,Полный рабочий день,Полная занятость,Высшее,1,Карачаево-Черкесская республика,16242,16242
2,Буфетчица,Полный рабочий день,Полная занятость,Не указано,0,Тульская область,17000,16242
0,преподаватель математики,Полный рабочий день,Полная занятость,Высшее,0,Татарстан республика,0,30000
1,Электрогазосварщик 5 разряда СызТС,Сменный график,Полная занятость,Среднее профессиональное,1,Самарская область,45000,45000
2,Повар в Гипермаркет,Полный рабочий день,Полная занятость,Не указано,0,Ростовская область,45800,33000
0,"Преподаватель (в колледжах, университетах и других вузах)",Полный рабочий день,Полная занятость,Высшее,0,Татарстан республика,0,30000
1,Учитель физкультуры,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Ленинградская область,0,25000
2,машинист,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Пермский край,50000,30000
0,учитель дефектолог,Полный рабочий день,Полная занятость,Не указано,0,Чеченская республика,0,16242
1,Врач-хирург,Полный рабочий день,Полная занятость,Высшее,0,Брянская область,60000,60000
2,Инженер 2 категории,Полный рабочий день,Полная занятость,Высшее,0,Башкортостан республика,37200,37200
0,Транспортировщик (ЦКИБ СОО),Полный рабочий день,Полная занятость,Среднее,0,Тульская область,0,32000
1,Дворник,Неполный рабочий день,Полная занятость,Не указано,0,Ростовская область,16243,16242
2,Врач-фтизиатр,Полный рабочий день,Полная занятость,Высшее,0,Брянская область,45000,45000
0,Кондитер,Сменный график,Полная занятость,Не указано,2,Пермский край,45000,30000
1,Ночной фармацевт,Полный рабочий день,Полная занятость,Не указано,0,Архангельская область,72000,63000
2,Фармацевт через обучение,Полный рабочий день,Полная занятость,Не указано,0,Архангельская область,0,30000
0,Провизор/ фармацевт,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Архангельская область,0,50000
1,Фармацевт,Сменный график,Полная занятость,Не указано,0,Архангельская область,0,45000
2,Фармацевт через обучение,Полный рабочий день,Полная занятость,Не указано,0,Архангельская область,0,30000
0,Врач-рентгенолог,Полный рабочий день,Полная занятость,Высшее,0,Кировская область,0,50000
1,оператор связи отделения почтовой связи Чесма (457220),Полный рабочий день,Полная занятость,Среднее профессиональное,0,Челябинская область,0,22000
2,Кладовщик,Сменный график,Полная занятость,Не указано,1,Ульяновская область,16500,16300
0,заместитель участкового лесничего,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Ульяновская область,17443,16242
1,"Менеджер культурно-досуговых организаций клубного типа, парков культуры и отдыха, городских садов, других аналогичных культурно-досуговых организаций",Ненормированный рабочий день,Частичная занятость,Среднее профессиональное,3,Архангельская область,0,19078
2,Врач-терапевт участковый,Полный рабочий день,Полная занятость,Высшее,0,Брянская область,45000,45000
0,Воспитатель,Неполный рабочий день,Частичная занятость,Высшее,0,Ленинградская область,0,40000
1,Инструктор по лечебной физкультуре,Полный рабочий день,Полная занятость,Высшее,0,Ленинградская область,0,30000
2,Младшая медицинская сестра,Сменный график,Полная занятость,Среднее,0,Ленинградская область,0,43000
0,Медицинская сестра,Полный рабочий день,Полная занятость,Не указано,0,Белгородская область,25000,25000
1,Учитель русского языка и литературы,Полный рабочий день,Полная занятость,Не указано,0,Белгородская область,0,30000
2,Учитель математики,Полный рабочий день,Полная занятость,Не указано,0,Белгородская область,0,30000
0,Оператор котельной,Сменный график,Полная занятость,Среднее,0,Краснодарский край,34000,17054
1,Бетонщик,Полный рабочий день,Полная занятость,Не указано,1,Краснодарский край,32000,32000
2,Уборщик производственных и служебных помещений,Полный рабочий день,Временная,Не указано,0,Краснодарский край,0,17054
0,Монтёр пути,Полный рабочий день,Полная занятость,Не указано,0,Курская область,0,42000
1,Монтёр пути,Полный рабочий день,Полная занятость,Среднее,0,Белгородская область,0,42000
2,Монтёр пути,Полный рабочий день,Полная занятость,Не указано,0,Курская область,0,42000
0,Машинист экскаватора,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Краснодарский край,30745,27056
1,Уборщица,Полный рабочий день,Полная занятость,Не указано,0,Вологодская область,0,20000
2,машинист автовышки,Полный рабочий день,Полная занятость,Высшее,0,Астраханская область,24775,23158
0,Медицинская сестра,Сменный график,Полная занятость,Среднее профессиональное,0,Пензенская область,30000,20000
1,Водитель автобуса,Сменный график,Полная занятость,Не указано,3,Астраханская область,23552,20490
2,педагог-психолог,Полный рабочий день,Полная занятость,Высшее,0,Ростовская область,28000,16242
0,Продавец в Гипермаркет,Полный рабочий день,Полная занятость,Не указано,0,Ростовская область,48800,35200
1,слесарь-ремонтник,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Астраханская область,16247,16247
2,Бухгалтер,Полный рабочий день,Полная занятость,Высшее,0,Тульская область,0,30000
0,Электрогазосварщик,Полный рабочий день,Временная,Не указано,3,Татарстан республика,65000,55000
1,Провизор,Сменный график,Полная занятость,Высшее,0,Краснодарский край,25000,22000
2,заместитель директора,Полный рабочий день,Полная занятость,Не указано,0,Чеченская республика,0,49385
0,уборщик служебных помещений,Гибкий график,Полная занятость,Не указано,0,Калмыкия республика,22918,16242
1,кладовщик,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Кировская область,20000,19000
2,Делопроизводитель,Полный рабочий день,Полная занятость,Высшее,2,Ульяновская область,30000,26600
0,Производитель работ / Прораб НВК и ТС,Полный рабочий день,Полная занятость,Не указано,1,г Санкт-Петербург,130000,110000
1,Слесарь-сантехник,Полный рабочий день,Полная занятость,Не указано,1,г Санкт-Петербург,50000,50000
2,Велокурьер,Сменный график,Полная занятость,Не указано,0,Московская область,142000,142000
0,Кладовщик,Полный рабочий день,Полная занятость,Среднее,1,Московская область,40000,40000
1,Дворник,Полный рабочий день,Полная занятость,Не указано,1,Московская область,0,35000
2,Грузчик-комплектовщик,Полный рабочий день,Полная занятость,Среднее,1,Московская область,50000,50000
0,кухонный работник,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,26000,25000
1,Электросварщик на полуавтоматических машинах,Сменный график,Полная занятость,Не указано,3,Тульская область,80000,80000
2,Водитель курьер на своем авто в СберМаркет,Неполный рабочий день,Частичная занятость,Не указано,0,Московская область,241000,241000
0,начальник отделения почтовой связи 457353,Полный рабочий день,Полная занятость,Среднее,0,Челябинская область,0,30000
1,Машинист вакуум-формовочной машины,Сменный график,Полная занятость,Среднее профессиональное,0,Башкортостан республика,66400,38000
2,Мастер производственного обучения,Полный рабочий день,Временная,Среднее профессиональное,0,Владимирская область,22000,18000
0,"Сборщик заказов, можно без опыта СберМаркет",Неполный рабочий день,Частичная занятость,Не указано,0,Московская область,142000,142000
1,обеспечивающий взрыво-пожароопасные работы,Полный рабочий день,Полная занятость,Не указано,0,Мурманская область,0,70000
2,научный сотрудник,Полный рабочий день,Полная занятость,Высшее,0,Калужская область,0,30000
0,Методист,Неполный рабочий день,Полная занятость,Высшее,3,Башкортостан республика,12410,12410
1,Горничная,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,0,31000
2,Уборщик производственных и служебных помещений,Гибкий график,Полная занятость,Не указано,0,Крым республика,0,16242
0,Строитель,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Курская область,0,32000
1,Монтажник радиоэлектронной аппаратуры и приборов,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Курская область,0,45000
2,Токарь (токарь-универсал),Полный рабочий день,Полная занятость,Не указано,0,Курская область,60000,36000
0,Инженер-конструктор (схемотехник),Полный рабочий день,Полная занятость,Высшее,0,Курская область,0,40000
1,Гальваник,Полный рабочий день,Полная занятость,Не указано,0,Курская область,35000,0
2,финансовый эксперт,Полный рабочий день,Полная занятость,Не указано,0,Вологодская область,0,50000
0,Техник по обслуживанию зданий,Полный рабочий день,Полная занятость,Не указано,0,Костромская область,0,30000
1,Оператор кромкооблицовочного станка,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Костромская область,0,28000
2,Грузчик,Сменный график,Полная занятость,Среднее,0,Костромская область,0,28000
0,Электрогазосварщик,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Тульская область,0,50000
1,заведующий складом,Полный рабочий день,Полная занятость,Не указано,0,Тульская область,40000,40000
2,Юрисконсульт,Полный рабочий день,Полная занятость,Высшее,2,Тульская область,0,40000
0,Слесарь-ремонтник,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Тульская область,50000,40000
1,Водитель погрузчика,Сменный график,Полная занятость,Среднее,0,Тульская область,0,55000
2,Инженер-конструктор,Полный рабочий день,Полная занятость,Высшее,1,Тульская область,0,70000
0,Маляр,Полный рабочий день,Полная занятость,Среднее профессиональное,1,г Санкт-Петербург,48000,45000
1,Монтажник систем вентиляции,Полный рабочий день,Полная занятость,Не указано,0,Тюменская область,0,60000
2,инструктор по адаптивной физической культуре и спорту,Неполный рабочий день,Полная занятость,Высшее,0,Ставропольский край,16242,16242
0,Специалист по оценке и выкупу автомобилей с пробегом,Ненормированный рабочий день,Полная занятость,Среднее,1,Краснодарский край,0,60000
1,Ведущий библиограф,Неполный рабочий день,Полная занятость,Среднее профессиональное,0,Астраханская область,19000,13000
2,Кухонный рабочий,Полный рабочий день,Полная занятость,Среднее,0,Ставропольский край,0,16242
0,Слесарь-ремонтник,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Воронежская область,23405,23405
1,Парикмахер,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Пензенская область,24000,19000
2,Электромонтер по ремонту и обслуживанию электрооборудования,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Воронежская область,23405,23405
0,Изолировщик тепловых сетей,Полный рабочий день,Полная занятость,Среднее,0,Воронежская область,23405,23405
1,Специалист по охране труда,Полный рабочий день,Полная занятость,Высшее,0,Воронежская область,31672,31672
2,Машинист котлов,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Воронежская область,23405,23405
0,Мойщик посуды,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,30000,20000
1,Швея 3 разряда-4 разряда,Полный рабочий день,Полная занятость,Среднее,1,Ивановская область,0,26500
2,Техник по эксплуатации здания,Полный рабочий день,Полная занятость,Не указано,3,Московская область,90000,70000
0,Специалист технической поддержки (первая линия),Сменный график,Полная занятость,Среднее профессиональное,1,Владимирская область,0,33500
1,Лаборант химико-бактериологического анализа,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Карелия республика,0,27000
2,Дворник,Полный рабочий день,Полная занятость,Среднее,0,Волгоградская область,17600,17600
0,Няня,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,30000,23000
1,преподаватель,Полный рабочий день,Временная,Высшее,0,Владимирская область,40000,20000
2,Заведующий мастерской,Полный рабочий день,Временная,Высшее,0,Владимирская область,0,30000
0,Педагог-психолог (психолог в сфере образования),Полный рабочий день,Полная занятость,Высшее,0,Тульская область,25000,20000
1,воспитатель,Полный рабочий день,Полная занятость,Высшее,0,Тульская область,40000,25000
2,Специалист по охране труда,Полный рабочий день,Полная занятость,Не указано,0,Ханты-Мансийский Автономный округ - Югра автономный округ,0,43134
0,Слесарь-сантехник,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,0,45000
1,Специалист по оценке и выкупу автомобилей с пробегом,Ненормированный рабочий день,Полная занятость,Среднее,1,Краснодарский край,0,60000
